block_date,token_standard,token_id,sell_volume,buy_volume,gross_volume,net_buy_pressure,total_supply,gross_daily_turnover_rate,data_source,primary_secondary_treatment,sample_window
2024-12-25,erc1155,9,1138,1659,2797,521,308553,0.00906489,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-26,erc1155,9,6919,6909,13828,-10,308553,0.04481564,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-27,erc1155,9,1558,1385,2943,-173,308553,0.00953807,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-28,erc1155,9,437,620,1057,183,308553,0.00342567,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-29,erc1155,9,341,341,682,0,308553,0.00221032,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-30,erc1155,9,599,599,1198,0,308553,0.00388264,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-31,erc1155,9,1570,1011,2581,-559,308553,0.00836485,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-01,erc1155,9,1088,1597,2685,509,308553,0.00870191,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-02,erc1155,9,330,371,701,41,308553,0.00227189,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-03,erc1155,9,1823,1832,3655,9,308553,0.01184561,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-04,erc1155,9,341,341,682,0,308553,0.00221032,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-05,erc1155,9,622,622,1244,0,308553,0.00403172,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-06,erc1155,9,700,700,1400,0,308553,0.00453731,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-07,erc1155,9,17,17,34,0,308553,0.00011019,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-08,erc1155,9,487,487,974,0,308553,0.00315667,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-09,erc1155,9,1224,1224,2448,0,308553,0.00793381,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-10,erc1155,9,370,351,721,-19,308553,0.00233671,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-11,erc1155,9,345,364,709,19,308553,0.00229782,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-12,erc1155,9,74,74,148,0,308553,0.00047966,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-13,erc1155,9,316,316,632,0,308553,0.00204827,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-14,erc1155,9,1421,1421,2842,0,308553,0.00921074,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-15,erc1155,9,669,320,989,-349,308553,0.00320528,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-16,erc1155,9,862,1208,2070,346,308553,0.00670873,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-17,erc1155,9,655,653,1308,-2,308553,0.00423914,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-18,erc1155,9,2103,2107,4210,4,308553,0.01364433,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-19,erc1155,9,369,370,739,1,308553,0.00239505,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-20,erc1155,9,178,178,356,0,308553,0.00115377,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-21,erc1155,9,3643,3007,6650,-636,308553,0.02155221,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-22,erc1155,9,1686,2322,4008,636,308553,0.01298966,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-23,erc1155,9,274,274,548,0,308553,0.00177603,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-24,erc1155,9,588,588,1176,0,308553,0.00381134,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-25,erc1155,9,333,333,666,0,308553,0.00215846,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-26,erc1155,9,201,201,402,0,308553,0.00130286,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-27,erc1155,9,142,142,284,0,308553,0.00092043,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-28,erc1155,9,706,295,1001,-411,308553,0.00324418,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-29,erc1155,9,129,540,669,411,308553,0.00216819,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-30,erc1155,9,335,297,632,-38,308553,0.00204827,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
