block_date,mid_price_quote_per_token,base_reserve,quote_reserve,executed_buy_base,executed_sell_base,rejected_buy_base,rejected_sell_base
2024-12-25,10029098146094115130000,206255600000000000000000,2180683442544061345784512023,19757000000000000000000,13939000000000000000000,0,0
2024-12-26,10024787123328170730000,207178600000000000000000,2173065043862763638878073472,35648000000000000000000,30753000000000000000000,0,0
2024-12-27,9996152273818431302057,213090600000000000000000,2114703278249927390734455085,40881000000000000000000,41898000000000000000000,0,0
2024-12-28,9963357472810575234618,219731600000000000000000,2049484861598159824048174216,48180000000000000000000,55838000000000000000000,0,0
2024-12-29,9989543427958879584795,214539600000000000000000,2101729747045927203239323538,55252000000000000000000,57718000000000000000000,0,0
2024-12-30,10030417287513501410000,206216600000000000000000,2185558358949069419644942161,64588000000000000000000,58731000000000000000000,0,0
2024-12-31,10028278508289325470000,206637600000000000000000,2181439142659242040562430111,65406000000000000000000,59970000000000000000000,0,0
2025-01-01,10015903605855217450000,209108600000000000000000,2156948924957137957012136811,66908000000000000000000,63943000000000000000000,0,0
2025-01-02,10027538440379175770000,206812600000000000000000,2180312853730691932489244111,71591000000000000000000,66330000000000000000000,0,0
2025-01-03,10030653691379157830000,206216600000000000000000,2186507165247982854868551911,74053000000000000000000,68196000000000000000000,0,0
2025-01-04,10030663233656699740000,206216600000000000000000,2186545480480424314966967911,74435000000000000000000,68578000000000000000000,0,0
2025-01-05,10030721513365180220000,206216600000000000000000,2186779426955543411127462061,76768000000000000000000,70911000000000000000000,0,0
2025-01-06,10018567977253087270000,208627600000000000000000,2162903874337887447037640911,78494000000000000000000,75048000000000000000000,0,0
2025-01-07,10030837631454810680000,206216600000000000000000,2187245403569729173537464611,81416000000000000000000,75559000000000000000000,0,0
2025-01-08,10017161957886545420000,208940600000000000000000,2160386892236250733896244711,84513000000000000000000,81380000000000000000000,0,0
2025-01-09,10030679357450337310000,206284600000000000000000,2187335980445249273712338411,89091000000000000000000,83302000000000000000000,0,0
2025-01-10,10029564714260844620000,206504600000000000000000,2185202667086967596485503811,89712000000000000000000,84143000000000000000000,0,0
2025-01-11,10031097944304539080000,206216600000000000000000,2188289752761751269204312411,91834000000000000000000,85977000000000000000000,0,0
2025-01-12,10031143427371728450000,206216600000000000000000,2188472276676385050463760411,93654000000000000000000,87797000000000000000000,0,0
2025-01-13,10028808141460265210000,206678600000000000000000,2184009302525298311526019661,95127000000000000000000,89732000000000000000000,0,0
2025-01-14,10024335139018820870000,207575600000000000000000,2175415584545001717596707361,98671000000000000000000,94173000000000000000000,0,0
2025-01-15,10011048677459807430000,210318600000000000000000,2149328020763754571578688917,111206000000000000000000,109451000000000000000000,0,0
2025-01-16,9934754360318197856830,225413600000000000000000,1999819970004370510761245635,114182000000000000000000,127522000000000000000000,0,0
2025-01-17,9929800820199380372561,226309600000000000000000,1991114083732877442898117694,115682000000000000000000,129918000000000000000000,0,0
2025-01-18,9798084822780642865414,246717600000000000000000,1791054720964067105858482531,118714000000000000000000,153358000000000000000000,0,0
2025-01-19,9797732346772757043765,246772600000000000000000,1790644607679908071830665061,120001000000000000000000,154700000000000000000000,0,0
2025-01-20,9797391415575702515303,246826600000000000000000,1790254149538556063070464365,121389000000000000000000,156142000000000000000000,0,0
2025-01-21,9730417527642736322637,255323600000000000000000,1707772309723245867375729093,122134000000000000000000,165384000000000000000000,0,0
2025-01-22,9762629767775962672727,251418600000000000000000,1746493737472437983566455672,130871000000000000000000,170216000000000000000000,0,0
2025-01-23,9800566169234632660717,246490600000000000000000,1795106771170246529928884652,137510000000000000000000,171927000000000000000000,0,0
2025-01-24,9845408835620736936829,240180600000000000000000,1857593259680404073977366632,145771000000000000000000,173878000000000000000000,0,0
2025-01-25,9851590270803736360095,239276600000000000000000,1866768522072464421394243890,148988000000000000000000,176191000000000000000000,0,0
2025-01-26,9747941810487038760842,253376600000000000000000,1729556400767947830329515593,152023000000000000000000,193326000000000000000000,0,0
2025-01-27,9792033400741743032774,247769600000000000000000,1784848830633028511229441490,160054000000000000000000,195750000000000000000000,0,0
2025-01-28,9773320240854017526639,250237600000000000000000,1761031123224289134994576226,162154000000000000000000,200318000000000000000000,0,0
2025-01-29,9885346860353405967582,234189600000000000000000,1919675763457550890006734285,179028000000000000000000,201144000000000000000000,0,0
