block_date,mid_price_quote_per_token,base_reserve,quote_reserve,executed_buy_base,executed_sell_base,rejected_buy_base,rejected_sell_base
2024-12-25,10011553210959966530000,183666000000000000000000,1878766893934505447016167800,10361000000000000000000,8303000000000000000000,0,0
2024-12-26,10011892935035386700000,183666000000000000000000,1880003936569419372098369550,22692000000000000000000,20634000000000000000000,0,0
2024-12-27,9896436178227260668237,202789000000000000000000,1690823017810308127807129863,25383000000000000000000,42448000000000000000000,0,0
2024-12-28,9958429740199958109782,193238000000000000000000,1786449624770019997764367390,38235000000000000000000,45749000000000000000000,0,0
2024-12-29,10011713173181530660000,183837000000000000000000,1881105716998874021383382442,50763000000000000000000,48876000000000000000000,0,0
2024-12-30,10012721297078052630000,183666000000000000000000,1883008441674655784514201192,52752000000000000000000,50694000000000000000000,0,0
2024-12-31,10009180162474025880000,184326000000000000000000,1876888100552615337679345692,57282000000000000000000,55884000000000000000000,0,0
2025-01-01,10012890649714021560000,183669000000000000000000,1883654758113999669568905792,59502000000000000000000,57447000000000000000000,0,0
2025-01-02,10009698878217206810000,184247000000000000000000,1877974465956120316537710192,60274000000000000000000,58797000000000000000000,0,0
2025-01-03,10012998593467897810000,183666000000000000000000,1884015835526141407277216492,62809000000000000000000,60751000000000000000000,0,0
2025-01-04,10013021067618627450000,183666000000000000000000,1884097451199931144400493992,63624000000000000000000,61566000000000000000000,0,0
2025-01-05,10012800922880995270000,183718000000000000000000,1883834610103061851100164592,66172000000000000000000,64166000000000000000000,0,0
2025-01-06,10013106244662499360000,183675000000000000000000,1884499801530320598600360342,68536000000000000000000,66487000000000000000000,0,0
2025-01-07,10013165854256050840000,183666000000000000000000,1884623315170957694742299942,68874000000000000000000,66816000000000000000000,0,0
2025-01-08,9994201055875701629586,187153000000000000000000,1850192211752852031526439621,71642000000000000000000,73071000000000000000000,0,0
2025-01-09,10002408310173701540000,185649000000000000000000,1865420785028467049637783447,74305000000000000000000,74230000000000000000000,0,0
2025-01-10,10010383247505169740000,184206000000000000000000,1880053311103193829881751097,76958000000000000000000,75440000000000000000000,0,0
2025-01-11,10013369482817544190000,183676000000000000000000,1885465745684723760904078597,78283000000000000000000,76235000000000000000000,0,0
2025-01-12,10013477389985342620000,183666000000000000000000,1885754184273430484176727347,80168000000000000000000,78110000000000000000000,0,0
2025-01-13,10013206113069892730000,183723000000000000000000,1885358050999196982748240097,81883000000000000000000,79882000000000000000000,0,0
2025-01-14,10013566808133757740000,183666000000000000000000,1886078797337820080600204297,83409000000000000000000,81351000000000000000000,0,0
2025-01-15,10002955636186715800000,185611000000000000000000,1867064789709430427143936097,86950000000000000000000,86837000000000000000000,0,0
2025-01-16,9987633605981673469774,188446000000000000000000,1839317050919382806220353699,91421000000000000000000,94143000000000000000000,0,0
2025-01-17,10013995254220536230000,183666000000000000000000,1887633476835637132620005598,98934000000000000000000,96876000000000000000000,0,0
2025-01-18,9945857948224857988541,195638000000000000000000,1769007320964064844010641574,101584000000000000000000,111498000000000000000000,0,0
2025-01-19,9815844562534937650509,213939000000000000000000,1589438394913635505295576726,105728000000000000000000,133943000000000000000000,0,0
2025-01-20,9807810924363320131940,214921000000000000000000,1579973468744441889048890961,106972000000000000000000,136169000000000000000000,0,0
2025-01-21,9792104093077942878376,216793000000000000000000,1561870359710411999543915295,108509000000000000000000,139578000000000000000000,0,0
2025-01-22,9780818054251248270317,218122000000000000000000,1549330802511860430403572867,112608000000000000000000,145006000000000000000000,0,0
2025-01-23,10015364991434129380000,183666000000000000000000,1892576129001547300354252384,148525000000000000000000,146467000000000000000000,0,0
2025-01-24,10012997722258781370000,184100000000000000000000,1888469197023409184436446284,150696000000000000000000,149072000000000000000000,0,0
2025-01-25,10010664351010909820000,184528000000000000000000,1884364994212098217397961284,152288000000000000000000,151092000000000000000000,0,0
2025-01-26,10015508448947121130000,183666000000000000000000,1893096012037876778360307184,153715000000000000000000,151657000000000000000000,0,0
2025-01-27,10010624179861392930000,184546000000000000000000,1884403090867521463720409184,154459000000000000000000,153281000000000000000000,0,0
2025-01-28,10014886539714063980000,183793000000000000000000,1892157982643247483096266784,156985000000000000000000,155054000000000000000000,0,0
2025-01-29,10015594636054046390000,183669000000000000000000,1893439434891226383006620784,157442000000000000000000,155387000000000000000000,0,0
2025-01-30,10014649413400189080000,183860000000000000000000,1891991826816776941353107134,161989000000000000000000,160125000000000000000000,0,0
2025-01-31,9952764763191288992883,194851000000000000000000,1783325698835868330125402924,167208000000000000000000,176335000000000000000000,0,0
2025-02-01,9921703621114506572091,199803000000000000000000,1734489565892013218029673944,168494000000000000000000,182573000000000000000000,0,0
2025-02-02,9926992134675664675089,199005000000000000000000,1742713228942008619414242532,171955000000000000000000,185236000000000000000000,0,0
2025-02-03,9964355939474768697485,192970000000000000000000,1803158471057684444546004649,179208000000000000000000,186454000000000000000000,0,0
2025-02-04,10014674997682942420000,184007000000000000000000,1893602623888550386119292121,192743000000000000000000,191026000000000000000000,0,0
2025-02-05,9987433761150096058812,189007000000000000000000,1844087003192866865225162663,195135000000000000000000,198418000000000000000000,0,0
2025-02-06,9976213383567400597087,191018000000000000000000,1824391551776867309914840668,197915000000000000000000,203209000000000000000000,0,0
2025-02-07,9994762523859156680676,187715000000000000000000,1857810611515380797638373958,203938000000000000000000,205929000000000000000000,0,0
2025-02-08,10016872732401054100000,183698000000000000000000,1898363519114975808879442646,209542000000000000000000,207516000000000000000000,0,0
2025-02-09,10017062352555726980000,183666000000000000000000,1898716819126359758554658296,209885000000000000000000,207827000000000000000000,0,0
2025-02-10,10016802443712831230000,183716000000000000000000,1898296317760833533377740346,210662000000000000000000,208654000000000000000000,0,0
2025-02-11,10017141949740273920000,183666000000000000000000,1899004882415217981012529146,212760000000000000000000,210702000000000000000000,0,0
2025-02-12,10016109529813104420000,183871000000000000000000,1897397366047343535512589396,217106000000000000000000,215253000000000000000000,0,0
2025-02-13,10017274668191844650000,183666000000000000000000,1899485296969804251216722846,217553000000000000000000,215495000000000000000000,0,0
2025-02-14,10017113352398192310000,183716000000000000000000,1899422280631980923384079896,221896000000000000000000,219888000000000000000000,0,0
2025-02-15,10007914061454455880000,185397000000000000000000,1883175260967798852504271546,226883000000000000000000,226556000000000000000000,0,0
2025-02-16,10005580293690853600000,185838000000000000000000,1879058059688870007274277196,229617000000000000000000,229731000000000000000000,0,0
2025-02-17,9996302463622198207258,187580000000000000000000,1862128010230822150527888726,233658000000000000000000,235514000000000000000000,0,0
2025-02-18,10001769628142135690000,186588000000000000000000,1872508509605809906557606279,238766000000000000000000,239630000000000000000000,0,0
2025-02-19,10016605993639926610000,183919000000000000000000,1899696379622737374001846479,244828000000000000000000,243023000000000000000000,0,0
2025-02-20,10018048152666859250000,183666000000000000000000,1902282907220640454754037329,245475000000000000000000,243417000000000000000000,0,0
2025-02-21,10017003493115843360000,183855000000000000000000,1900471097059959897093123229,246194000000000000000000,244325000000000000000000,0,0
2025-02-22,9983933055384318251732,189928000000000000000000,1840681180823191529829223143,252573000000000000000000,256777000000000000000000,0,0
2025-02-23,10005234354697502400000,186098000000000000000000,1880423690684661316263640693,269093000000000000000000,269467000000000000000000,0,0
2025-02-24,10018772754981177570000,183666000000000000000000,1904902934598826889679404893,271609000000000000000000,269551000000000000000000,0,0
2025-02-26,10018946364256535160000,183667000000000000000000,1905541144082236965682355393,278072000000000000000000,276015000000000000000000,0,0
2025-02-27,10019060000163253520000,183666000000000000000000,1905941385397448398152642843,281965000000000000000000,279907000000000000000000,0,0
2025-02-28,10019100526710394790000,183666000000000000000000,1906087796088049964251857543,283426000000000000000000,281368000000000000000000,0,0
2025-03-02,10019160446350977220000,183666000000000000000000,1906304279634845651062641543,285586000000000000000000,283528000000000000000000,0,0
