block_date,token_standard,token_id,sell_volume,buy_volume,gross_volume,net_buy_pressure,total_supply,gross_daily_turnover_rate,data_source,primary_secondary_treatment,sample_window
2024-12-23,erc1155,17,1,227155,227156,227154,522584,0.43467844,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-24,erc1155,17,0,38295,38295,38295,522584,0.07328009,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-25,erc1155,17,5243,11850,17093,6607,522584,0.03270862,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-26,erc1155,17,9741,8949,18690,-792,522584,0.03576459,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-27,erc1155,17,1727,2554,4281,827,522584,0.00819198,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-28,erc1155,17,7747,1329,9076,-6418,522584,0.01736754,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-29,erc1155,17,1280,7600,8880,6320,522584,0.01699248,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-30,erc1155,17,217,315,532,98,522584,0.00101802,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-31,erc1155,17,836,705,1541,-131,522584,0.00294881,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-01,erc1155,17,634,765,1399,131,522584,0.00267708,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-02,erc1155,17,2284,1650,3934,-634,522584,0.00752798,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-03,erc1155,17,899,1533,2432,634,522584,0.00465380,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-04,erc1155,17,495,495,990,0,522584,0.00189443,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-05,erc1155,17,2330,2330,4660,0,522584,0.00891723,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-06,erc1155,17,5383,1306,6689,-4077,522584,0.01279986,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-07,erc1155,17,409,1067,1476,658,522584,0.00282443,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-08,erc1155,17,3761,3135,6896,-626,522584,0.01319596,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-09,erc1155,17,685,845,1530,160,522584,0.00292776,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-10,erc1155,17,772,2593,3365,1821,522584,0.00643916,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-11,erc1155,17,208,2272,2480,2064,522584,0.00474565,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-12,erc1155,17,357,357,714,0,522584,0.00136629,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-13,erc1155,17,619,408,1027,-211,522584,0.00196523,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-14,erc1155,17,962,1173,2135,211,522584,0.00408547,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-15,erc1155,17,3218,3168,6386,-50,522584,0.01222005,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
