block_date,token_standard,token_id,sell_volume,buy_volume,gross_volume,net_buy_pressure,total_supply,gross_daily_turnover_rate,data_source,primary_secondary_treatment,sample_window
2024-12-25,erc1155,20,8303,10361,18664,2058,619080,0.03014796,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-26,erc1155,20,12331,12331,24662,0,619080,0.03983653,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-27,erc1155,20,21814,2691,24505,-19123,619080,0.03958293,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-28,erc1155,20,3301,12852,16153,9551,619080,0.02609194,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-29,erc1155,20,3127,12528,15655,9401,619080,0.02528752,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-30,erc1155,20,1818,1989,3807,171,619080,0.00614945,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2024-12-31,erc1155,20,5190,4530,9720,-660,619080,0.01570072,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-01,erc1155,20,1563,2220,3783,657,619080,0.00611068,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-02,erc1155,20,1350,772,2122,-578,619080,0.00342767,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-03,erc1155,20,1954,2535,4489,581,619080,0.00725108,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-04,erc1155,20,815,815,1630,0,619080,0.00263294,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-05,erc1155,20,2600,2548,5148,-52,619080,0.00831557,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-06,erc1155,20,2321,2364,4685,43,619080,0.00756768,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-07,erc1155,20,329,338,667,9,619080,0.00107741,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
2025-01-08,erc1155,20,6255,2768,9023,-3487,619080,0.01457485,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-25
