block_date,token_standard,token_id,sell_volume,buy_volume,gross_volume,net_buy_pressure,total_supply,gross_daily_turnover_rate,data_source,primary_secondary_treatment,sample_window
2024-12-23,erc1155,7,1,5237,5238,5236,33663,0.15560111,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-24,erc1155,7,0,3278,3278,3278,33663,0.09737694,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-25,erc1155,7,68,305,373,237,33663,0.01108041,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-26,erc1155,7,161,160,321,-1,33663,0.00953569,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-27,erc1155,7,82,81,163,-1,33663,0.00484211,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-28,erc1155,7,122,124,246,2,33663,0.00730773,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-29,erc1155,7,55,55,110,0,33663,0.00326768,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-30,erc1155,7,54,20,74,-34,33663,0.00219826,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2024-12-31,erc1155,7,59,93,152,34,33663,0.00451534,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-01,erc1155,7,45,45,90,0,33663,0.00267356,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
2025-01-02,erc1155,7,64,64,128,0,33663,0.00380239,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-23
