block_date,token_standard,token_id,sell_volume,buy_volume,gross_volume,net_buy_pressure,total_supply,gross_daily_turnover_rate,data_source,primary_secondary_treatment,sample_window
2024-12-22,erc1155,13,1,296471,296472,296470,648943,0.45685368,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2024-12-23,erc1155,13,0,117395,117395,117395,648943,0.18090187,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2024-12-24,erc1155,13,0,12679,12679,12679,648943,0.01953793,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2024-12-25,erc1155,13,12257,13193,25450,936,648943,0.03921762,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2024-12-26,erc1155,13,5059,5060,10119,1,648943,0.01559305,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2024-12-27,erc1155,13,1996,1996,3992,0,648943,0.00615154,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2024-12-28,erc1155,13,552,552,1104,0,648943,0.00170123,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2024-12-29,erc1155,13,3010,3010,6020,0,648943,0.00927662,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2024-12-30,erc1155,13,2848,2838,5686,-10,648943,0.00876194,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2024-12-31,erc1155,13,2307,2317,4624,10,648943,0.00712543,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-01,erc1155,13,2829,2774,5603,-55,648943,0.00863404,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-02,erc1155,13,548,603,1151,55,648943,0.00177365,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-03,erc1155,13,1422,1422,2844,0,648943,0.00438251,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-04,erc1155,13,1833,1833,3666,0,648943,0.00564919,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-05,erc1155,13,1596,1596,3192,0,648943,0.00491877,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-06,erc1155,13,2583,2578,5161,-5,648943,0.00795293,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-07,erc1155,13,303,308,611,5,648943,0.00094153,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-08,erc1155,13,7453,7453,14906,0,648943,0.02296966,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-09,erc1155,13,395,395,790,0,648943,0.00121736,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-10,erc1155,13,713,713,1426,0,648943,0.00219742,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-11,erc1155,13,90,90,180,0,648943,0.00027737,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-12,erc1155,13,671,671,1342,0,648943,0.00206798,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
2025-01-13,erc1155,13,3433,3433,6866,0,648943,0.01058028,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2024-12-22
