block_date,token_standard,token_id,sell_volume,buy_volume,gross_volume,net_buy_pressure,total_supply,gross_daily_turnover_rate,data_source,primary_secondary_treatment,sample_window
2025-03-27,erc1155,27,7744,362245,369989,354501,1435061,0.25782110,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-03-28,erc1155,27,7495,188743,196238,181248,1435061,0.13674541,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-01,erc1155,27,14408,125877,140285,111469,1435061,0.09775543,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-02,erc1155,27,4446,35880,40326,31434,1435061,0.02810055,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-03,erc1155,27,12448,91344,103792,78896,1435061,0.07232585,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-04,erc1155,27,5970,15554,21524,9584,1435061,0.01499867,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-05,erc1155,27,3558,52083,55641,48525,1435061,0.03877257,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-06,erc1155,27,28024,23070,51094,-4954,1435061,0.03560406,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-07,erc1155,27,5242,14374,19616,9132,1435061,0.01366911,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-08,erc1155,27,19472,75904,95376,56432,1435061,0.06646129,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-09,erc1155,27,10202,39289,49491,29087,1435061,0.03448704,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-10,erc1155,27,18173,7785,25958,-10388,1435061,0.01808843,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-11,erc1155,27,24101,10524,34625,-13577,1435061,0.02412789,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-12,erc1155,27,7144,20121,27265,12977,1435061,0.01899919,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-13,erc1155,27,14427,11355,25782,-3072,1435061,0.01796579,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-14,erc1155,27,35200,12301,47501,-22899,1435061,0.03310034,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-15,erc1155,27,5870,29304,35174,23434,1435061,0.02451046,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-16,erc1155,27,13976,14926,28902,950,1435061,0.02013991,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-17,erc1155,27,24144,73768,97912,49624,1435061,0.06822846,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-18,erc1155,27,18909,28591,47500,9682,1435061,0.03309964,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-19,erc1155,27,8694,18381,27075,9687,1435061,0.01886679,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-20,erc1155,27,1738,8837,10575,7099,1435061,0.00736902,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-21,erc1155,27,7568,31034,38602,23466,1435061,0.02689920,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
2025-04-22,erc1155,27,3986,23996,27982,20010,1435061,0.01949882,Goro market data via Dune query 6936221,combined_observed_flow_no_synthetic_adjustment,post_launch_from_2025-03-27
